artist,text
soundgarden,"we lack the
it's time to go
loving our hangmen as the penultimate joke
breeding our
crawl into our lives everyday
on the storm
forgetting the history we make
we couldn't look a saint in the eye
eden's of hatred
a saint in the eye
pathetically stupid and unkind
moses    to look"
alice_in_chains,"have left me so
when the sin lies bolder
let the arrow fly
i will kick you when you try
if you steal in hunger
i'm not saying that you haven't done a lot of good
i'll pluck out thine eye
but if there's one thing you can do
like blood from a stone
name your god and bleed the freak
how you all would bleed for me
i like to see
satan got your thigh"
audioslave,"will loom very large when the darkness lifts
let me tell you how this all came to be
hear my voice
let your heart keep time
a yellow flower with your pedals to the air
you're the fire in my eyes
seasons come along and seasons go
the sun as a man
and flying on paper wings that brought you here
now the clouds are gone
just letting you know
little dandelion
of hummingbirds and clouds
midnight swims in the cool back waves
i won't hide
i won't run
and what they'll leave behind
i'm afraid that all
summer rolls on in the lazy hours
wherever you go
all of your tomorrows shine
an ether dream way
and you in my arms as it rolls away
i don't pretend to know
i know that you can
playing games down inside your soft warm world
i have missed"
soundgarden,"i´m up on my feed again
the grass is always greener
i´m feeling that
i´m sinking
they´ll show you where the truth is
i´m drinking
and feeling
i can´t get any lower
i´d like to say
i got up being sold out
i´m up on my feet again
gives me away
i´m down on my knees today
it gives me the butterflies
someone let the dogs out
so now you know who gets mystified
i just looked in the mirror
but the story´s getting old now
show me the power child
where the dogs are shedding
things aren´t looking so good
i´m feeling outshined
even though
i´m looking
i´ve kept the movie rolling"
pearl_jam,"becoming a star will become your doom
begin to live while you still can
when the anxious is the present unwrap your gifts take your time
you don't wanna be famous you wanna be shy
those who can be trusted can change their mind
everything you imagine needn't be stuck in your mind
do your dances alone in your room
girl be a girl
believe in nothing believe me"
nine_inch_nails,"i am the lover in your bed
and
i am the prayers of the naive
and
i am the pusher
i am the needle in your vein
and
i am the sex that you provide
and
i drag you down
i'm a whore
and
i speak religion's message clear
and
i am the hate you try to hide
and
i control you
i am the end of all your dreams
and
i am the lie that you believe
and
i give you all you need to know
i am the silencing machine
and
i am the truth from which you run
and
i am denial guilt and fear
and
i take you where you want to go
i am the high you can't sustain
and
i use you up
i am the bullet in the gun
and
i am the need you have for more
and
self destruct"
audioslave,"over with and done  never to return
doors inside my head
and never say a word
the end will never come
and never really sure
i could read your thoughts
looking for a cause
you could do the same
people go insane
you'd seen it done before
bolted from within
every drop of flame
and nothing to be learned
tell you what you saw
who lives inside my skin
a shadow on the sun
move behind my eyes
nothing but a hole
i can tell you
to lay your burden down
i can show you how
people die alone
lights a candle in
now all that is gone
to live without a soul
and leave you where you stood
and you believed
i can tell you why
memory of the one"
soundgarden,"that flows below her head
so quench yourself and drink the water
and all the little pigs have
i lost my head again would you lie for me
cause down below the truth is lying
just a tumor in my head
and suffer with my ghost
and drown in alcohol
just an anchor on my heart
and kill everything you love
i need a little sympathy
where the moon is glued to a picture of heaven
i'm in the dark
beneath the riverbed
who isn't me
as desperate as you are
and if you live you can fall to pieces
crack a smile and cut your mouth
cause fear is strong and love's for everyone
i left her in the sand just a burden in my hand
as thirsty as you are
out in the sunshine the sun is mine
just a burden in my hand
i lost my head again would you cry for me
so kill your health and kill yourself"
pearl_jam,"don't call me
tries to make her proud
the picture kept will remind me
don't call me daughter not fit to be
young girl  violins  center of
her own attention
don't call me daughter not fit to
she will  rise above  ooh  oh
the shades go go go
painted room  can't deny there's something wrong
the mother reads aloud child tries to understand it"
audioslave,"looking down
can you face the sound
of looking up
all the time
and then we'll leave it all behind
of looking out
we'll stand on top of the world
my shadow stretches far and free
for the line
to rise above on our own
we'll set ourselves apart in time
is anybody here like me
it's telling me what"
audioslave,"again on his face or roses
heard voices in his head
i came to realize
i saw him in the mirror and
i could understand
no one knows what they say
that looked a lot like me
innocence on a ball and chain
and when he turned away
who took his life too young
i had killed myself
in his hands but when he smiled
now his mothers dead
for things he hadn't done
if you're free you'll never see the walls
and a boy who's gone insane
if you're head is high you'll never fear at all
if you're right you'll never fear the wrong
then did just what he'd done
if you're head is clear you'll never freefall
she swore she'd never do the same
i fought him in the street
he'll never feel the sun
i shot him in the head"
pearl_jam,"balancing the world
thinking that we're all but slaves
existed long before breed
see them 1/2 full of shit
yet still bored
there's ain't gonna be
it's been said before
won't someone save
far from lights of a city
floating out on the sea
the elements they speak to me
the haves be having more
on its knee"
audioslave,"and that ain't what you want to hear
right before my
i'm going to serve it to you
and a message coming from my eyes says leave it alone
im bleeding
back and forth through my mind
i can't forget
i catch you coming back my way
i'm going to work the straw
i'm talking to myself at night
behind a cigarette
i will sing no more
far from this opera forever more
a seven nation army couldn't hold me back
make the sweat drip out of every pore
they're gonna rip it off
and the stains coming from my blood tell me go back home
every single one's got a story to tell
i'm bleeding and
all the words are going to bleed from me
everyone knows about it
but that's what
taking their time right behind my back
england to the hounds of
and a feeling coming from my bones says find a home"
alice_in_chains,"has been burned of the taste
wings have been so denied
but my wings have been so denied
sand rains down and here
i was supposed to be
down in a hole losin' my soul
who won't let himself be
holding rare flowers
see my heart
i'd like to fly but my
i decorate it like a grave
you don't understand who they
look at me now a man
i will speak no more
of my feelings beneath
i want to be inside of you
down in a hole feelin' so small
i want to be inside
in a tomb  in bloom
down in a hole outta control
of kicking myself in the teeth
i give this part of me for you
i have been guilty
i'd like to fly
i've eaten the sun so my tongue
the stones in their place"
audioslave,"when did the flame burn so high and get so hot
fly around oh
i love the strings that tie me down and cut me off
i don't fly around you're fire anymore
i was smarter as
i won't fly around fly around
i put my hand over the flame
but it turned out the way it does with everyone
i was a moth with painted wings made of cloth
i don't fly around fly around
burnin' fallin' down so many times before
i was a king
i flew into the sun"
nine_inch_nails,"you're too physical for me
you're really jus just too just
i let you make this feeling clear here
you let me feel your danger
you get the key to my heart
too really fuck no
i wanna say all those things
i wanna take you out
oh when you wear that sweet dress
too fucking physical
but you're too physical physical to me
you're just too physical oh
that would be better unsaid
i want this right in your ear
you're just too physical physical no to me
oh you're too physical
you're too physical to me
the heat of your breath
i wanna wine and dine you
i want you hot in my arms
so soft on my bed
just too physical
i wanna twist and twist and shout
i want the touch of your charms"
nine_inch_nails,"i'm inside you
for ever and ever
i'm a part of
we're in this together now
none of them can stop us now
we will make it through somehow
you and me
if the world should break in two
until the very end of me
until the very end of you
all that we were is gone we have to hold on
when all our hope is gone we have to hold on
all that we were is gone but we can hold on
we're in this together now
none of them can stop us now
we will make it through somehow
you and me
even after everything
you're the queen and
i'm the king
nothing else means anything
i will find you
the deeper the wound"
audioslave,"we're gonna hang you up
a slave since your youth
we got a better bomb
i'll know ill never be like you man
we got the whip
you've got bombs man
uprising paid for in blood only to lose
gotta hand it to you
we're gonna string you up
brave and fight till the end
and only one life to bargain with
admiration is due
we have the whip
paid with a smile"
pearl_jam,"i die before
talkin' 'bout my my my my my my  generation
my generation  my generation baby
talk talk about my generation  what about
why don't ya all fade away
i'm not tryin' to cause a b b big sensation
now don't try and dig what we all say
don't try to d d dig what we all say
just because we  get around
things they do will all go c c cold
talkin' 'bout my generation
my generation  it's my generation baby"
tool,"you looked up at your sky then
they were locked
it was a red car and it was new
these are the cries of the carrots 
the cries of the carrots
and terror possesed me then
that made blue be your color
you had your knife there with you too
i get a hallelujah  baaaaaaaa
it was daylight when you woke up in your ditch
i get an amen  baaaaaaaa
maynard 
tomorrow is harvest day and to them it is the holocaust
hear me now
why didn't anyone else understand these important things
it always hurt you when you woke up like this
feeds on life
your hands were sticky
necessary 
 etc until 69 06 05 
 cricket sounds until 69 13 51 then
save our brothers
now red was your color and of course 
those little people out there were yours too
lord why did everything always have to keep changing like this
out across your field 
you could see two tiny people walking by your woods
i have seen the light
your head was almost empty
they have a consciousness they have a life they have a soul
and took me on high and higher still
until we moved to the spaces betwixt the air itself
your head hurt and it rang when you stood up
and the angel said unto me
satan must be our cousin
you got to your car and tried all the doors
you can see the car parked far down the road
and you walked toward it
let the rabbits wear glasses
one thousand nay a million voices full of fear
i sprang from my slumber drenched in sweat
like the tears of one million terrified brothers and roared
father  you thought 
 then
when you stood up there was goo all over your clothes
there was an expensive leather camera case laying on the seat
you began to walk towards them
lord 
what are these tortured screams
angel of the
you wiped them on your grass so now your color was green
and as we descended 
cries of impending doom rose from the soil
you crawled up out of your ditch
onto your gravel road and began to walk 
waiting for the rest of your mind to come back to you
and he brought me into a vast farmlands of our own midwest
you were already getting nervous again"
pearl_jam,"city state your town he will continue
i got a cupboard full of fleshy fresh ingredients
a little boys and girls their heads are all collected
frank's luncheon
dirty frank oh a
bus driving's harder on your head than on your feet
keeps it clean a keeps it copaseptic
a they're sunk
a very careful at the same time quite expedient
dirty frank
dirty frank yea
we're too afraid to mention
dirty frank frank frank frank a
a not crazy a per se
shut your mouth
a lose weight
yeah oh watch it now
the band all knows
a stadiums tiny clubs every venue
dirty frank a
a frank's shoveling to bury the leftovers
i'm hiding in my bunk
frank yeah yeah yeah yeah yeah yeah
a his bus a your trust
dirty frank yea oh
there goes another turned into crust
don't want to be part of
so she relaxed
just a little strange when he gets hungry
i got a recipe for anglo saxin soup yeah
i'm just talking about dirty
frank was a bad mother
wanted a pass
now he's gonna drive
now the little groupie's getting chopped up in the back
dirty frank oh a dirty frank a yea yea yea
why that dirty
my god he's been ate
dirty frank ooh
dirty frank  x8"
nine_inch_nails,"grey would be the color if
you sweat and perry ellis
still picking at this scab
though it all looks different now
come on tell me
i don't want to sleep anymore
you make this all go away
i just want something
i couldn't do the things that
you make this all go way
i'm down to just one thing
that night on my bed
just a fading fucking reminder of who
echoing your voice just like the ringing in my ears
my favorite dreams of you still wash ashore
i'm starting to scare myself
just stains on my sheets
i know it's still the same
i used to be
i had a heart
i can never have
this thing is slowly taking me apart
i wish you were dead
i look you're all
scraping through my head 'till
i can do now"
soundgarden,"but it wasn't me
kevin's mom made four
and this one took the long way
kevin's mom
then one went full on
i ain't saying who
now things have changed
kev & me were two of three
we don't come around anymore
this one took the hard road
three brothers to the end"
soundgarden,"i survive
mercurial mind the fire
ferrivorous direction and drive
come on
come down
come out from where you hide
get up
get off
get on with your life
presently
i fashion will and desire
always
i spy device in the mirror
checkmate watch machine die
i visualize
i die
machine has no heart to give
heart it takes could be mine
come on
come down
come out from where you hide
follows me down the river
shadows me through the sky
a sideways glance in the mirror
stalemate machine in a tie
come on
come down
come out from where you hide
get up
get off
get on with your life
forever means all is not seen
never means forever brings everything
i see myself clearer
why time"
pearl_jam,"trouble oh trouble cant you see
oh won't you be fair
i don't wanna fight and
i have seen death disguised oh hanging on me
so wont you be kind to me
and let me go there
so won't you be fair
eating my heart away and there's nothing much left of me
oh hanging on me
im shattered and lost and worn
i have to go there
you have made me a wreck now won't you leave me in my misery
i havn't got a lot of time
i have seen your face and it's to much for me today
too shocking to see
trouble oh trouble can't you see
i have seen your face and it's to much for today
you have made your world mine"
tool,"i never wanna be alone  
now
it's been a long day at the bottom of the hill 
she died of a broken heart
she'll come back to me
i watched it die
never want to spend my life alone
she told me
i held out my hands into the light and
i  try to face the cold
i was living in the past 
drinking from a broken glass
i turned now my eyes up to the sky
i walked down to the other end of the day 
just to catch those last few rays
i was part to play
i know that
all alone in this mysery
i held out my hand and slowly waved goodbye
my god my time to die
i  try to travel home"
pearl_jam,"i got my things
we'll make it up as we go along
oh with you
i don't want
to go alone
oh you're not home
i could
never be alone
never be alone
i could be there in
ten minutes or so
ooh
i stay in my room
if"
pearl_jam,"he's been takin' too much on
i seen his picture
there he goes with his perfectly unkept hope
i wonder 'bout his insides
off he goes with his perfectly unkept hope
nothing changed but the surroundin' bullshit
in the strongest winds
like we always did my same old same old friend
it doesn't look the same up on the rack
and he's still strong
suggest that he should relax
like he's ridin' on a motorbike
but he's movin' much too fast
i saw the strain creep in
that has grown
i know just what is going to happen next
his face seemed pulled and tense
on this trip he's taken for a ride
we go way back
he seems distracted and
for he still smiles
i approach with tact
it's like his thoughts are too big for his size
until a quarter to ten
seems my preconceptions are what should have been burned
there he goes"
nine_inch_nails,"come on down my friend
you put on this blindfold
maybe we'll show some mercy
now comes the time to serve
you do what we tell you
don't know how big this feels
no time for wondering
right here now my friend this is your disaster
countdown to the end but make it go faster
you do as you're told
you thought you figured it out but you'll find your place in this
you've heard everything
violent as polished steel
this is something different
you think its so convincing you think you see the truth
maybe you'll get what you deserve
no time for asking questions
who wants to play a new game
we've had enough of you now
it's time to meet your master
used to be the leader
give us so many things now who's got the time for you"
pearl_jam,"hitchhiker
and coke and your calculations
i'm about to unload
i want no delay
i can't carry your load
you ain't the kinda person
i would help anyway
only because of my situation
be understood
so you're lost
get your food of someone else's plate
i'm about to explode
i'm an idiot and you're great
go tell all o'your friends
my problem is not
off of my train
conductor says
we're friends
dude what d'you think you're doing
guess those relationships ain't my thing
too soon is too late"
perfect_circle,"don't play dead cause maybe someday
why can't you turn and face me
ever the optimistic one
but maybe you're better off this way
you fucking disappoint me
passive aggressive bullshit
go ahead and play dead
i just can't believe him
it's your right and your ability to become my perfect enemy
you disappoint me
i will walk away and say
i know that you can hear this
i catch a brief reflection of what you could and might have been
maybe you're better off this way
i'm sure of your ability to become my perfect enemy
so wake up and face me
leaning over you here cold and catatonic"
nine_inch_nails,"time will feed upon your weaknesses and seem to lose the will to care
standing there in all your grand naivety about to reap what you have sown
hear it coming now
we will not go away
when you return to the place that you call home we will be there we will be there
will never leave this place
we will not let you win
can you hear it now
this is something that you'll never understand
into fire you can send us from the fire we return
our bones our skin
our blood will stay
our blood our ways
there's bullet holes where my compassion used to be and there's violence in my heart
you can not stop us all
you can label us a consequence of how much you have to learn"
audioslave,"could be you're mother
just like blood and rain love and pain are one and the same
could be you're father
it's just what they do
you know they'll show their colors
you fall in love from a great height now the easy part's over
or you're best friend in the world
yeah yeah yeah
keep you're enemies closer
one and the same
choose you're battles not you're soldiers
they don't mean you any harm
hey hey hey hey
but they're gonna come kill you"
alice_in_chains,"sisters said come home
i drive them away
for a while then
can't you see
son you have a choice
i'm awake anyway
i'm just fine
i'm asleep anyway
it's too bright over there
father said come home
i then slapped my face
little skinny okay
do as when in
so my friends said come home
i can shift cannot steer"
alice_in_chains,"i been drinking too much cause
i always tried to do all the things you want me to
i can't believe you slipped away
a crack in the mirror picture split in two
i can't have you blues
i'd be laughing myself into an early grave
nothing stays the same in this game
i can't have you blues no
nothings the same need my fix of you
i can't have you
i can’t forget your face"
nine_inch_nails,"i never should have kissed
and if she says come inside
i am sanctified
i am purified
maybe my kingdom's finally come
as the words spill out like fire from her lips
i'll give everything to her
i am justified
what if she touches with those fingertips
as she walks me through the nicest parts of hell
i'll come inside for her
i still dream of lips
well she knows exactly what
i do it all again
i hope and pray this will end
i can't resist
if she says give it all
well she's turning me into someone else
i found a way to wash it all aside"
soundgarden,"and a place of rage
it's all the same
a pretty    pretty    blank name on the list
covered with assholes
to see their fear and their trembling words
an x for every accomplished deed
ah the circle spinning the circle of power
and it's all
and it's under different names
not necessarily dumb but just uh  beautiful  beautiful  
 /spoken
cause we have conquered a kingdom
the circle of power"
pearl_jam,"ain't got the right to choose barely got the right to vote
i try to forgive 'em any way
there they got the right to make an honest buck
there's a man of the people said 'keep hope alive'
people shufflin' their feet people sleepin' in their shoes
ain't a free place it's not a free place
there's a lot of people sayin' we'd be better off dead
there's a warnin' sign in the road ahead
there's department stores and toilet paper
under an old street light oh near a garbage can
keep on rockin' in the free world
ozone layer
never get to fall in love never get to be cool
now she put her kid away she's gone to get a hit
don't feel like
that's one more kid that'll never go to school
a ain't a free free place
got fuel to burn got roads to drive
there's a kinder gentler police man's hand
styrofoam garbage for the
she hates her life and what she's done with it
i am to them"
alice_in_chains,"you're chasing a bad dream a luxury
i don't care what you say
bought a bunch of valiums from skinny broadway bag
i don't know much about heroin but
death trap watch me going blind oh
goodbye let us in and we'll lay you in the ground
yeah our teens meant everything alright
just about everything once before
taking girls for the things
i need like booze drugs and ass
get stoned daily survival in the war zone
half rack smoking out till it's all black
living my life in the box or sleepin in the trash
i wanna try
i never had
getting rid of you
chosen on the floor take another drag
or what you do
chemical addiction is
jerry do me like this
so high colors turn to sound"
alice_in_chains,"alice
i guess she's got her reasons but i just don't wanna know
'cuz for twenty four years i've been living next door to alice
tell her how i feel maybe get a second glance;
now i've got to get used to not living next door to alice
alice who the fuck is
alice 
tell her how i feel maybe get a second glance;
now i've got to get used to not living next door to alice
who the fuck is"
pearl_jam,"oh he fills it up with the love of a girl
fills his night with the thought of a girl
how he makes his getaway
oh half his life a hand me down wasted away
gets carried away
fills it up with his past"
tool,"home we occupy
pure as we begin
light the way or warm this
moved by will alone
take whatever we desire
forge a blade to slay the stranger
here we have a stone
listen to your mother your father is right/rising/right son
leave as we come in
stay in school
flame becomes a fire
gather place erase so
move by will alone
throw to stay the stranger
shelter turns to home
pure as light return to one
pure as we come in
ruled by will alone
swore to crush his bones"
soundgarden,"his birthright is forgotten
for all things share the same breath
for he's a stranger who comes in the night
tell me what is man without the beasts
i'll bet he will die of loneliness
the white man doesn't understand our ways
the white man won't notice the air he breathes
the air is precious to the red man
as his brothers not his enemies
or the warmth of the land it's strange to us
we don't own the freshness of the air
and takes from the land just what he needs
like a man dying for many days
own him as you wish to own our land
we know our god is the same god
how can you buy them from us
you may think you wish to own him
when it's completed he moves on
continue to contaminate your bed
or the sparkle of the water
and the earth is precious to him
but he is the body of man
and you will suffocate in your waste
he leaves his father's grave and his birthright"
perfect_circle,"so far it hasn't surfaced
so why should it be
i'm sure it exists
what makes a man  why should it be
what makes a man
i've never even met you
and you're kicking
i can't understand what makes a man
and we're different creeds
it just takes a while to travel
and you're shouting at me
i've done nothing wrong
it's obvious you hate me
i should get along so awfully
from your head to your fist  head to your fists
and different people
i can't understand
so what could
people are people
i have done
i'm relying on your common decency
have different needs
hate another man
help me understand
i can't understand  people are people"
pearl_jam,"it's a lovely stupid mop it is
i deserve to be loved don't you
why is that better than being hugged
to be loved don't you
i want to show them that
you know what
just like a girl wants sex with a boy you know
i'll kill you
i can still fantasize but
see they're stupid very stupid those people over there
spanking that's the only thing
these people are so below mentality honest to
keep it to myselfkeep it to myself
i'm mentally ill
i mean he got the nerve to bug me
i can walk on my own without hands of theirs
and this is the way it makes me feel loved
we wanna be loved so we have sex together
this mentality honest to
old sponge mop dumb old sponge mop
that's why they call me mophandlemama
do you ever think that you would actually really kill yourself
don't you want people to love you
keep it to myself keep it to myself
in two weeks before she could see herself not dressed
do you ever think that you actually would kill yourself
that's why they call me mophandlemama  x3
i don't believe it now the floor looks beautiful
i have thought about it real uhh real deep
they're stupid
i can walk without hands of theirs
i'll always be probably
my last one was born in the system
bug me bug me he got the nerve to bug me
the twenty third of
i want so much
that's the only thing
i bought some new mops
may you know she disturbed no one today
i tell the whole world that
go to the papers yeah why not
dumb old sponge mop
is it any old dumb mop
and they feel loved about that
i don't know if that's my imagination but umm
hey foxymophandlemama that's me
there's something really screwey about no streaking
if you ever go to bed
just like a person having sex feels cared for
closer to the person
my spanking that's the only thing
think they got me
you're right this mop's stupid
i keep it to myself
hey foxymophandlemama that's me hmm
now the floor looks beautiful
because you get closer to the person
she prides herself on her cleaning habits
very much so
i dream about it
i think about it
everything seems so eight ball
i don't like it
go away you stupid dumb old sponge mop
come on mop no streaking mop
i don't believe it old sponge mop
i don't mind mop the floor my mop streaks
the manager told her to completely forget
know if that's my imagination but umm
it's not me it's the mop
it's the way
i deserve to be loved"
pearl_jam,"oh lay down your arms and love me peacefully
the weapons you're using are hurting me bad
oh baby lay down your arms  x7
lay down your arms and love me peacefully
use your arms to hold me tight
so forget the other boys because my love is real
come off your battlefield
lay down your arms and surrender to me
a soldier of love that's hard to beat
i don't wanna fight no more
please baby lay down your arms
yea lay down your arms and love me peacefully
oh there ain't no reason for you to declare war on the one who loves you so
i'm the one that loves you so
use your arms for squezing and please cuse that's the way it has to be
use your arms for squezing and please
cause my love baby is the truest you've ever had
but someday you're going to retreat"
nine_inch_nails,"i am the lie that you believe and
i am the prayers of the naive and
i use you up
mr self destruct
i am the need you have for more and
i give you all you need to know
i am the lover in your bed and
i drag you down
i am the truth from which you run and
i am denial guilt and fear and
i am the silencing machine and
i control you
i am the sex that you provide and
i am the high you can't sustain and
i am the end of all your dreams and
i am the hate you try to hide and
i am the pusher i'm a whore and
i take you where you want to go"
tool,"i've been hiding
in  my shadow
i wanna feel the changes coming down
i wanna feel the metamorphosis and
cleansing
contemplate what
forty six and two ahead of me 
choose to live and to 
grow 
take and give and to 
move 
learn and love and to 
cry 
kill and die and to 
be 
paranoid and to 
lie 
hate and fear and to 
do 
what it takes to move through 
lie 
kill and give and to 
die 
learn and love and to 
do 
what it takes to step through 
stretching up and over me
soften this old armor
i'm down
digging through
my old muscles
for a clue
join in my child 
my shadow moves 
closer to me
clearing out what could've been
i wanna feel the change consume me 
feel the outside turning in
i've been clinging to
i've been wallowing in my own confused
and insecure delusions
for a piece to cross me over
or a word to guide me in
listen to my muscle memory
i can clear the way by
stepping through my shadow 
coming out the other side
digging through
my shadow's
i've been wallowing in my own chaotic 
insecure delusions
my shadow's
shedding skin
change is coming
i've endured in 
 my shadow
now is my time
my old numb shadow
i've been picking
my scabs again
join in my child
and listen
forty six and two
are just ahead of me
i've been crawling on my belly
clearing out what could've been
i wanna know what
shedding skin
and
change is coming through my shadow
step into the shadow
i've been picking
scabs again"
soundgarden,"mind your mother if it makes you feel at ease
holy bible on the night stand next to me
and they take thine majesty so seriously
i'm raped by another monkey circus freak
holy devil in the flesh some might believe
as you're raped by another monkey circus freak
it's the big lies that are more likely to be believed
trying to take my indignance away from me"
pearl_jam,"she feeds him yeah
it's got to stop
take no more
memories back when she was smooth and strong and waiting for the world to come along
can't find a better man  can't find a better man   x3
she practices her speech as he opens the door she rolls over
pretends to sleep as he looks her over
swears she knew him now she swears he's gone
uh huh   x5
can't find a better man
she lies and says she still loves him
that's why she'll be back again
she dreams in color she dreams in red"
tool,"are you scared you'll be forgotten
compromise no self obsessed so
compromise so self obsessed
my mind out of my mind
compromise no compromise so
as you stare into the water
so confident so self obsessed no
are you scared to be forgotten
compromise no self obsessed no"
soundgarden,"they run to hunt you down
tears have left your eyes
dogs lead the chase as you are bleeding
starved dogs howling run to hunt you down
your face has a different
now they run to hunt you down
permanent disguise"
pearl_jam,"maker of my enemies
soaks the pages
stab it down
one way needle
fucking circus
drains and spills
suck my life out
roll me over
pulled so slowly
spin me round
fills their sponges
fill the pages"
pearl_jam,"it must be an open door for you
every night
sometimes you're there and you're talking back to me
but the strangest thing to date
it's only rain that
from wherever you are
will my memory stay clear
and it's ok
under this broken roof
since you slipped away
i'd say to you
come back come back
i go to sleep
oh oh oh oh
i've been waiting for
and in the night
i've been wishin' out the days
so far away and yet you feel so close
will the light shine through
i had to remain here
i still remain true
the real possibility that
a real possibility that
please say that if you hadn't have gone now
i'm waiting for
i'll be here
so you had to go
to come back
come the morning
i may need to end my pain
i wouldn't have lost you another way
i may meet you in my dreams
i could swear you're next to me
i'm not going to question it any other way"
alice_in_chains,"things aren't as good as they can be
ah my fairytale love story
i got to drinking
my fairytale love story
i'm not as sweet as them all
my fairy life
the bitch is over the brink
i got to drinking again
i'll cut it off
prince kissed a few there on the lips
she woke him with a cold sore she ain't so pretty no more
rapunzel let down your hair
at the bottom of the hill
yeah you're my fairytale love story
to get you off of my
jack busted his crown
i got to thinking
ooo my fairytale love story"
tool,"and terror possesed me then
and as we descended cries of impending doom rose from the soil
hear me now
save our brothers
life feeds on life feeds on life feeds on liiiiife
lord what are these tortured screams
i have seen the light
they have a consciousness they have a life they have a soul
i get an amen
life feeds on life feeds on life feeds on life feeds on
and the angel said unto me
these are the cries of the carrots the cries of the carrots
maynard tomorrow is harvest day and to them it is the holocaust
let the rabbits wear glasses
life feeds on life feeds on life feeds on life
one thousand nay a million voices full of fear
this is necessary
angel of the
i get a hallelujah
i sprang from my slumber drenched in sweat like the tears of one million terrified brothers and roared"
tool,"when he speaks 
he speaks through me
what you need is someone strong to catch you
if you want to get your soul to heaven 
trust in me
just do everything
when he speaks out 
he speaks through me
christ why don't you come save my life now
open my eyes and blind me with your light
trust in me
you are broken now 
but faith can heal you
deaf and blind and dumb and born to follow
we both want
to rape you
now don't you judge or question
i tell you to do
he has needs
like
open my eyes blind me with your light now
deaf and blind and dumb and born to follow 
what you need is someone strong to catch you 
like me like me like me like me
let me lay my holy hand upon you 
becomes me"
audioslave,"just what they're told to
while we walk the street
i wanna riot
to go to jail
to go to jail 
or are you taking orders
of people rich enough to buy it
or are you going forwards
nobody wants
but they don't mind throwing a brick
where they teach you how to be thick
white riot  a riot of my own
an' nobody wants
white people go to school
are you going backwards
too chicken to even try it"
pearl_jam,"i've got to be good
i couldn't stop
the screamin tires
straight ahead
i kissed her our last kiss
she's gone to heaven so
the lord took her away from me
i hold her tight
the rain was pouring down
we hadn't driven very far
i can see my baby when
i swerved to the right
i lost my love my life that night
i found my baby that night
something warm falling into my eyes
i heard last
i had missed
but now she's gone
even though
but some how
i leave this world
oooooo oooooooooo
ooooooooooooo
i'll leave this world
the busting glass
i lifted her head
she looked at me and said
i'll never forget the sound that night
painfull scream that
hold me darling just alittle while
there were people standing all around
i held her close
there in the road
a car was stalled the engine was dead
i found the love"
pearl_jam,"three days and maybe longer
under your tongue
this is my last exit
this is   x5
for better or for worse a best we began
ahead my skin at last
won't ever find me here
i will give you what you're not supposed to have
i swear by sin
four days and not much longer
i'm like a tab
won't even know
soon be over and
i will relent
no time to question why'd nothing last
under my breath
grasp and hold on we're dying fast"
tool,"things like
i'm not serious
why don't you go kill yourself
o fuck yourself 
you piece of shit
fuck yourself 
kill yourself 
you piece of shit
people tell me what to say 
what to think 
and what to play"
audioslave,"ready to begin
and in the aching nights under satellites
this ringing in my head
telephone in my heart
from my creator
you gave me life now
is this a cure or is this a disease
someone get me a priest
i was not received
i will land
and in your final hours
you better thing again
before my role defines you
built with stolen parts
moving right along
show me how to live
nail in my hand
on the quiet earth
couldn't buy a eye full of sleep
you thought you made a man
to put my mind to bed
i will stand
let the stains remind you
and roll out of my skin"
pearl_jam,"i'm never going back again 
leave the pain for someone else
nothing back there for you to find
or was it you you left behind
i'm never going back again
i'm never going back again
i'm never going back again
death came around forced to hear it's song
i'm starting to believe it's you're plan all along
i'm never going back again 
i escaped it a life wasted
you're harder on yourself than just about anyone
halfway there why would you turn around 
why invite it to stay 
yes comfort is an energy
but why let the sad song play   
i'm never going back again
i'm never going back again 
having tasted alife wasted
let me say just once that
and know tomorrow can't be depended on
all locked doors and unmade beds"
soundgarden,"oh yeah you're a stray stray cat
you look so scared out of my man made bed
i bet your momma never told you
i don't want your
no this ain't no capital crime
why don't you bring her upstairs
she's wild enough that she can join in too
i bet your momma never heard you spit like that
this ain't no hanging matter
no it ain't no capital crime
i know you miss your mother
i can see that you're so far from home
i bet your momma never told you you scratch like that
i bet your momma never saw you scratch my back
i know you're no scare eyed honey
i bet your momma never saw you
there'll be a feast if you just come upstairs"
tool,"standing naked here to say
i'm the only way
cleaner who saves the day
i've got to brush them all away
shine his smile on me
oh don't you listen to them say
i am the freedom cleaner
i get the backwall
i feel the demon's rage
and important they'll always stay
imposters from the show
they'll try to trick you into
i am the demon cleaner
that magic cleaner oh
shush them all away
cobwebs in the way
normal treatment
i must clean them all away"
nine_inch_nails,"and he signs his name with a capital
now on my hands and kness
ain't gonna worry about no future generations
the more we let you have the less that
don't try to tell me how some power can corrupt a person
maybe you're afraid to see
you pushed a button and could watch it all on the television
now nod your head because you know that
you haven't had enough to know it's like
i'm sick of hearing about the haves and the have nots
traded in my god for this one
and he pushed a button and it dropped the bomb
have some personal accountability
i'll be keeping for me
i'm sure somebody gonna figure it out
you're only angry cause you wish you were in my position
don't really see what all the fuss is about
there's a lot of me inside you
the biggest problem with the way that we've been doing things is
i'm on my hands and knees
but forgot what that could be
those motherfuckers didn't last too long"
